Feature_Selection_Algorithm	Feature	Mean_Rank
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete7_B	19.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete7_C	19.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric13	19.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric6	21.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete8_C	21.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric11	21.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric1	21.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete2_C	21.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete1_B	22.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric3	22.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric9	22.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete9_B	22.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric10	23.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete3_C	23.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete4_C	24.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric2	26.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete5_C	27.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric14	27.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Discrete3_B	28.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric16	28.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric19	29.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	Numeric20	33.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric3	7.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric4	7.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric16	8.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric8	8.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric14	8.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric10	8.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric19	9.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric6	9.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric11	9.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric2	10.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric12	10.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric13	11.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric15	11.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric17	12.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric9	12.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric18	12.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric1	12.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric20	13.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric7	13.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Numeric5	13.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete5_B	24.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete3_B	25.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete4_B	25.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete6_B	26.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete2_B	26.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete10_B	26.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete1_B	27.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete7_B	28.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete2_C	28.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete9_B	30.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete8_B	31.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete7_C	32.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete3_C	32.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete10_C	33.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete8_C	33.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete4_C	33.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete5_C	34.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete6_C	35.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete1_C	36.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	Discrete9_C	37.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete10_C	9.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete5_B	9.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete8_C	9.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete5_C	10.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete2_C	13.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete3_B	13.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete3_C	14.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete1_C	14.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete7_C	15.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete1_B	15.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete9_B	15.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete4_C	16.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete6_B	17.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete6_C	18.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete4_B	18.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete10_B	18.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric10	18.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric12	20.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete2_B	20.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric8	21.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete9_C	21.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete7_B	21.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric4	21.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Discrete8_B	22.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric5	22.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric18	23.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric2	23.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric6	23.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric17	23.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric19	25.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric20	26.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric11	26.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric16	27.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric7	27.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric1	27.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric9	28.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric13	28.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric15	28.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric14	29.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	Numeric3	31.7
